County,Year,Agency_Count,Murder,Rape,Assault,Burglary,Larceny,Auto_Theft,Violent_Offenses,NonViolent_Offenses,Total_Crime,Population
Pecos County,2020,2,0,1,15,39,151,20,16,210,227,15803
Polk County,2015,4,2,31,96,227,508,66,129,801,938,46340
Polk County,2016,4,1,40,63,269,545,83,104,897,1013,47138
Polk County,2017,4,5,42,72,226,548,66,119,840,964,48284
Polk County,2018,4,1,22,84,232,534,65,107,831,950,49580
Polk County,2019,4,6,43,55,260,667,133,104,1060,1173,50320
Polk County,2020,4,6,27,70,192,576,93,103,861,979,51880
Potter County,2015,4,10,217,865,1886,6845,807,1092,9538,10902,214323
Potter County,2016,4,15,175,1025,1874,6976,965,1215,9815,11297,215306
Potter County,2017,4,16,196,1122,1737,6306,1012,1334,9055,10626,216139
Potter County,2018,4,12,210,1138,1581,6169,937,1360,8687,10352,216266
Potter County,2019,4,16,172,1054,1488,5577,1019,1242,8084,9578,215737
Potter County,2020,3,15,145,1302,1448,5050,1118,1462,7616,9319,214953
Presidio County,2015,2,0,2,8,9,24,11,10,44,54,6783
Presidio County,2016,2,0,0,4,17,20,7,4,44,48,6672
Presidio County,2017,2,0,1,2,6,13,1,3,20,23,6810
Presidio County,2018,2,0,0,6,1,3,1,6,5,11,4732
Presidio County,2019,3,0,2,4,2,6,0,6,8,14,6798
Presidio County,2020,2,0,0,12,0,3,3,12,6,18,2728
Rains County,2015,1,0,5,6,29,55,10,11,94,105,11082
Rains County,2016,1,0,0,14,34,70,13,14,117,131,11175
Rains County,2017,1,0,3,16,35,46,13,19,94,113,11368
Rains County,2018,1,0,1,17,28,63,11,18,102,120,11857
Rains County,2019,2,0,0,10,22,31,7,10,60,70,12246
Rains County,2020,2,0,5,14,14,37,5,19,56,75,12662
Randall County,2015,3,1,23,42,97,340,27,66,464,537,37892
Randall County,2016,3,0,23,45,121,362,66,68,549,619,37922
Randall County,2017,3,1,32,60,81,285,63,93,429,526,38750
Randall County,2018,3,0,26,35,87,282,28,61,397,465,39723
Randall County,2019,3,0,30,41,132,265,41,71,438,515,40294
Randall County,2020,3,3,25,36,106,295,38,64,439,511,40769
Reagan County,2015,1,0,0,9,37,66,6,9,109,118,3872
Reagan County,2016,1,0,0,4,12,53,2,4,67,71,3876
Reagan County,2017,1,0,0,6,10,45,3,6,58,64,3650
Reagan County,2018,1,0,0,8,12,41,6,8,59,67,3754
Reagan County,2019,1,0,0,7,11,18,3,7,32,39,3769
Reagan County,2020,1,0,0,8,5,12,7,8,24,32,3896
Real County,2015,1,0,0,5,19,16,0,5,35,40,3390
Real County,2016,1,0,0,6,17,20,2,6,39,45,3295
Real County,2017,1,0,0,2,13,35,2,2,50,52,3397
Real County,2018,1,0,0,6,18,26,3,6,47,53,3435
Real County,2019,1,0,0,3,15,39,5,3,59,62,3477
Real County,2020,1,0,2,4,20,24,5,6,49,55,3455
Red River County,2015,3,1,1,35,73,107,13,37,193,231,12374
Red River County,2016,3,0,2,9,46,66,2,11,114,125,12340
Red River County,2017,3,0,4,18,67,74,8,22,149,172,12090
Red River County,2018,2,0,4,19,41,37,4,23,82,105,8937
Red River County,2019,3,0,2,27,45,49,12,29,106,137,12014
Red River County,2020,3,1,4,28,48,51,13,33,112,146,11891
Reeves County,2015,2,2,8,62,41,195,15,72,251,326,14519
Reeves County,2016,2,2,7,52,46,246,6,61,298,361,14879
Reeves County,2017,2,0,7,107,32,219,2,114,253,372,15098
Reeves County,2018,2,0,17,105,26,240,5,122,271,399,15457
Reeves County,2019,2,3,6,89,48,192,56,98,296,397,15845
Reeves County,2020,2,1,4,57,50,144,49,62,243,306,16181
Refugio County,2015,2,0,0,5,19,43,3,5,65,70,7304
Refugio County,2016,2,0,1,29,14,42,10,30,66,97,7253
Refugio County,2017,2,0,1,7,7,18,0,8,25,33,7307
Refugio County,2018,2,0,0,11,15,39,6,11,60,71,7183
Refugio County,2019,3,0,2,7,36,34,7,9,77,86,6947
Refugio County,2020,3,0,0,4,14,28,8,4,50,56,6878
Roberts County,2015,1,0,0,4,4,9,1,4,14,18,931
Roberts County,2016,1,0,0,0,1,6,1,0,8,8,911
Roberts County,2017,1,0,0,1,4,2,0,1,6,7,914
Roberts County,2018,1,0,0,0,0,7,0,0,7,7,937
Roberts County,2019,1,0,0,0,1,1,0,0,2,2,895
Roberts County,2020,1,0,0,0,0,1,0,0,1,1,844
Robertson County,2015,4,1,4,18,85,146,15,23,246,277,16515
Robertson County,2016,4,0,10,22,71,120,8,32,199,238,16628
Robertson County,2017,3,2,9,35,107,166,12,46,285,333,15818
Robertson County,2018,4,1,8,27,75,142,24,36,241,285,17250
Robertson County,2019,4,1,1,25,95,170,34,27,299,329,17269
Robertson County,2020,5,1,4,31,113,108,25,36,246,290,17075
Rockwall County,2015,4,0,16,51,134,807,55,67,996,1075,83560
Rockwall County,2016,4,1,21,48,113,821,99,70,1033,1114,86209
Rockwall County,2017,5,2,35,64,128,916,81,101,1125,1233,89443
Rockwall County,2018,5,1,36,58,96,917,114,95,1127,1231,92379
Rockwall County,2019,5,2,37,58,125,888,116,97,1129,1236,95741
Rockwall County,2020,5,0,32,66,111,1024,103,98,1238,1359,100630
Runnels County,2015,3,1,3,19,25,113,16,23,154,177,10417
Runnels County,2016,3,0,2,19,89,125,10,21,224,246,10530
Runnels County,2017,3,0,2,37,34,57,5,39,96,135,10428
Runnels County,2018,3,0,0,26,48,62,3,26,113,140,10203
Runnels County,2019,4,0,1,16,39,38,3,17,80,99,10136
Runnels County,2020,4,1,4,24,75,53,8,29,136,167,10203
Rusk County,2015,4,1,22,176,304,799,67,199,1170,1373,50917
Rusk County,2016,4,4,20,197,303,828,91,221,1222,1454,49657
Rusk County,2017,4,1,21,172,258,684,58,194,1000,1203,49423
Rusk County,2018,4,0,15,141,293,731,81,156,1105,1274,49509
Rusk County,2019,4,5,18,86,231,695,86,109,1012,1126,51119
Rusk County,2020,4,1,23,115,236,753,122,139,1111,1260,51251
Sabine County,2015,2,0,4,27,64,67,14,31,145,176,9442
Sabine County,2016,2,0,4,25,65,85,16,29,166,195,9437
Sabine County,2017,2,0,4,32,37,82,14,36,133,171,9401
Sabine County,2018,2,0,5,32,63,63,17,37,143,180,9570
Sabine County,2019,3,0,5,8,42,25,10,13,77,90,10489
Sabine County,2020,2,3,2,14,30,23,12,19,65,86,9228
San Augustine County,2015,2,0,0,11,13,18,0,11,31,43,8571
San Augustine County,2016,2,1,5,32,45,37,9,38,91,130,8376
San Augustine County,2017,2,1,4,26,27,20,16,31,63,94,8227
San Augustine County,2018,2,0,3,17,26,25,7,20,58,79,8147
San Augustine County,2019,2,0,1,12,34,16,7,13,57,70,8107
San Augustine County,2020,2,0,2,11,27,19,9,13,55,68,8143
San Jacinto County,2015,1,0,29,37,195,198,73,66,466,535,27326
San Jacinto County,2016,1,1,13,29,144,170,48,43,362,409,27530
San Jacinto County,2017,1,0,27,26,195,198,73,53,466,522,27895
San Jacinto County,2018,1,0,16,24,144,168,48,40,360,402,28457
San Jacinto County,2019,1,0,26,17,115,173,42,43,330,374,28832
San Jacinto County,2020,1,0,31,6,325,318,68,37,711,749,29039
San Patricio County,2015,8,0,10,124,287,993,64,134,1344,1490,54885
San Patricio County,2016,8,3,9,155,289,960,66,167,1315,1487,59441
San Patricio County,2017,8,5,20,162,315,992,80,187,1387,1597,59990
San Patricio County,2018,9,4,26,146,265,855,75,176,1195,1381,59969
San Patricio County,2019,8,2,29,113,218,703,92,144,1013,1172,58891
San Patricio County,2020,8,2,23,134,178,645,80,159,903,1076,58648
San Saba County,2015,2,0,2,4,24,11,1,6,36,42,5512
San Saba County,2016,2,0,1,3,12,12,5,4,29,33,5840
San Saba County,2017,2,0,0,6,16,19,5,6,40,46,5909
San Saba County,2018,2,0,1,15,42,36,5,16,83,99,5919
San Saba County,2019,2,0,2,11,30,39,7,13,76,89,6006
San Saba County,2020,2,4,1,17,13,39,10,22,62,85,6026
Schleicher County,2015,1,0,0,4,13,17,2,4,32,36,3091
Schleicher County,2016,1,0,0,0,13,40,1,0,54,54,3148
Schleicher County,2017,1,0,1,1,8,22,1,2,31,33,2986
Schleicher County,2018,1,0,0,0,3,21,3,0,27,27,2928
Schleicher County,2019,1,0,0,4,6,6,1,4,13,17,2809
Schleicher County,2020,1,0,0,2,14,4,0,2,18,20,2715
Scurry County,2015,2,0,12,46,110,282,10,58,402,463,17461
Scurry County,2016,2,0,3,16,104,261,7,19,372,392,17701
Scurry County,2017,2,0,3,33,65,182,6,36,253,289,17382
Scurry County,2018,2,0,5,34,65,155,5,39,225,266,17020
Scurry County,2019,2,0,9,155,88,161,19,164,268,434,16753
Scurry County,2020,2,1,5,85,69,124,13,91,206,298,16622
Shackelford County,2015,1,0,0,0,10,12,7,0,29,32,3344
Shackelford County,2016,1,0,1,1,9,18,5,2,32,34,3337
Shackelford County,2017,1,0,0,3,4,8,2,3,14,17,3303
Shackelford County,2018,1,0,0,0,3,4,2,0,9,9,3311
Shackelford County,2019,1,0,0,5,1,2,0,5,3,8,3217
Shackelford County,2020,1,0,0,4,3,8,0,4,11,15,3241
Shelby County,2015,2,2,11,69,123,333,32,82,488,576,24439
Shelby County,2016,2,1,10,45,115,302,16,56,433,492,24173
Shelby County,2017,2,4,9,73,92,271,22,86,385,475,24419
Shelby County,2018,2,1,6,31,102,205,7,38,314,353,24309
Shelby County,2019,3,2,10,59,111,223,45,71,379,454,24119
Shelby County,2020,3,1,9,45,147,193,24,55,364,420,24037
Sherman County,2015,2,0,2,2,11,8,6,4,25,29,3105
Sherman County,2016,2,0,0,5,2,5,1,5,8,14,3072
Sherman County,2017,2,0,0,0,1,2,3,0,6,6,3072
Sherman County,2018,1,0,1,0,4,0,0,1,4,5,978
Sherman County,2019,2,0,0,0,3,5,0,0,8,8,3067
Sherman County,2020,2,0,1,0,1,4,1,1,6,7,3012
Smith County,2015,9,11,62,471,1348,4650,454,544,6452,7100,219450
Smith County,2016,10,7,84,489,1465,4604,431,580,6500,7230,224775
Smith County,2017,10,9,118,593,1155,4090,390,720,5635,6440,227553
Smith County,2018,10,17,149,510,884,3667,365,676,4916,5689,229600
Smith County,2019,10,7,138,551,922,3660,428,696,5010,5788,231299
Smith County,2020,10,18,106,652,990,3637,456,776,5083,5953,234512
Somervell County,2015,1,1,0,13,40,30,6,14,76,91,8760
Somervell County,2016,1,0,0,12,33,32,5,12,70,83,8762
Somervell County,2017,1,0,0,7,23,50,1,7,74,81,8813
Somervell County,2018,1,1,1,2,6,28,1,4,35,40,8871
Somervell County,2019,1,0,0,4,11,16,3,4,30,34,9026
Somervell County,2020,1,0,10,4,34,36,0,14,70,85,9170
Starr County,2015,5,3,12,143,198,524,74,158,796,962,63545
Starr County,2016,5,4,23,123,171,467,99,150,737,900,64142
Starr County,2017,5,1,27,113,192,380,97,141,669,822,64560
Starr County,2018,5,0,15,132,109,331,47,147,487,641,64758
Starr County,2019,6,1,17,121,162,399,77,139,638,784,64552
Starr County,2020,6,3,8,114,168,430,84,125,682,815,64812
Stephens County,2015,2,0,2,10,36,102,5,12,143,156,9379
Stephens County,2016,2,0,11,8,45,110,6,19,161,180,9380
Stephens County,2017,2,0,3,16,33,86,8,19,127,146,9948
Stephens County,2018,2,2,4,8,55,117,7,14,179,194,9272
Stephens County,2019,2,0,1,12,29,84,12,13,125,139,9352
Stephens County,2020,2,0,2,18,36,106,17,20,159,181,9307
Sterling County,2015,1,0,0,3,1,0,0,3,1,4,1398
Sterling County,2016,1,0,0,0,0,0,1,0,1,1,1396
Sterling County,2017,1,0,0,0,0,0,0,0,0,0,1409
Sterling County,2018,1,0,0,1,1,3,0,1,4,5,1316
Sterling County,2019,1,0,0,1,3,8,2,1,13,15,1327
Sterling County,2020,1,0,0,4,5,8,3,4,16,20,1306
Stonewall County,2015,1,0,0,3,1,3,0,3,4,7,1384
Stonewall County,2016,1,0,0,2,4,0,1,2,5,7,1390
Stonewall County,2017,1,0,0,0,3,5,0,0,8,8,1414
Stonewall County,2018,1,0,0,4,1,2,0,4,3,7,1369
Stonewall County,2019,1,0,0,1,0,0,0,1,0,1,1338
Stonewall County,2020,1,0,0,2,0,0,0,2,0,2,1330
Sutton County,2015,2,0,1,6,6,23,2,7,31,38,3960
Sutton County,2016,2,0,2,0,15,29,0,2,44,46,3873
Sutton County,2017,2,0,4,1,10,29,2,5,41,46,3835
Sutton County,2018,2,0,2,4,1,24,2,6,27,34,3717
Sutton County,2019,2,0,1,0,3,7,5,1,15,16,3699
Sutton County,2020,2,0,1,5,11,6,3,6,20,26,3733
Swisher County,2015,3,0,4,48,37,60,7,52,104,157,6931
Swisher County,2016,3,0,9,38,29,88,2,47,119,169,6854
Swisher County,2017,3,0,2,17,22,92,8,19,122,144,6809
Swisher County,2018,4,0,3,31,38,94,10,34,142,179,7507
Swisher County,2019,3,0,4,25,40,115,8,29,163,199,6766
Swisher County,2020,3,0,3,42,19,105,9,45,133,180,6723
Tarrant County,2015,38,73,1033,4710,10871,44756,4196,5816,59823,67436,1929893
Tarrant County,2016,37,112,1140,4697,9892,41614,4538,5949,56044,64082,1957085
Tarrant County,2017,37,104,1157,4867,9380,41988,5250,6128,56618,64986,1992934
Tarrant County,2018,37,72,1104,4757,7868,38897,5543,5933,52308,60048,2027460
Tarrant County,2019,39,103,1102,4691,6994,37772,5959,5896,50725,58319,2050205
Tarrant County,2020,38,162,1071,6077,6295,37520,6494,7310,50309,59157,2071940
Taylor County,2015,6,7,90,433,1301,4006,409,530,5716,6375,141963
Taylor County,2016,6,8,78,365,1006,3317,261,451,4584,5169,142175
Taylor County,2017,6,5,118,432,1016,2798,272,555,4086,4780,142900
Taylor County,2018,6,8,147,416,805,2724,241,571,3770,4446,142229
Taylor County,2019,6,6,112,348,654,2462,217,466,3333,3870,143159
Taylor County,2020,6,4,150,371,496,2148,216,525,2860,3448,143993
Terrell County,2015,1,0,0,0,6,4,0,0,10,10,910
Terrell County,2016,1,2,0,0,3,8,1,2,12,14,805
Terrell County,2017,1,0,0,2,2,6,3,2,11,13,782
Terrell County,2018,1,0,0,0,0,0,0,0,0,0,783
Terry County,2015,2,1,9,37,82,187,12,47,281,330,12786
Terry County,2016,2,1,3,26,76,142,12,30,230,262,12716
Terry County,2017,2,0,1,23,39,116,17,24,172,200,12808
Terry County,2018,2,1,5,37,54,110,16,43,180,225,12684
Terry County,2019,2,0,6,20,41,89,21,26,151,177,12162
Terry County,2020,2,0,4,27,53,65,94,31,212,244,12258
Throckmorton County,2015,1,0,0,0,5,1,0,0,6,7,1606
Throckmorton County,2016,1,0,0,0,0,0,0,0,0,0,1564
Throckmorton County,2017,1,0,0,2,5,0,1,2,6,8,1515
Throckmorton County,2018,1,0,1,3,5,0,0,4,5,9,1508
Throckmorton County,2019,1,0,0,2,2,4,2,2,8,12,1491
Throckmorton County,2020,1,0,0,3,3,3,0,3,6,9,1481
Titus County,2015,2,0,16,83,169,583,23,99,775,891,32602
Titus County,2016,2,1,27,76,204,535,25,104,764,882,32571
Titus County,2017,2,3,35,90,158,579,26,128,763,899,32591
Titus County,2018,2,2,22,81,130,559,42,105,731,847,32882
Titus County,2019,2,2,29,95,128,457,43,126,628,768,32903
Titus County,2020,2,0,24,96,119,354,58,120,531,664,32675
Tom Green County,2015,3,2,96,263,806,3054,260,361,4120,4507,118398
Tom Green County,2016,3,6,90,260,1084,4109,312,356,5505,5920,119295
Tom Green County,2017,3,4,101,167,966,3625,302,272,4893,5206,119598
Tom Green County,2018,3,3,97,246,703,2792,264,346,3759,4156,118773
Tom Green County,2019,3,7,107,284,610,2632,258,398,3500,3931,118416
Tom Green County,2020,3,8,97,264,537,2361,346,369,3244,3654,119778
Travis County,2015,16,27,600,2654,6153,32555,2614,3281,41322,45635,1241359
Travis County,2016,16,53,851,2830,6398,30743,2457,3734,39598,44488,1261654
Travis County,2017,15,39,1010,2833,5457,29279,2410,3882,37146,42111,1286603
Travis County,2018,17,38,956,2718,5504,30780,2913,3712,39197,44005,1294044
Travis County,2019,18,37,753,3219,5332,33850,3553,4009,42735,47873,1313366
Travis County,2020,17,56,665,3813,5817,31680,4733,4534,42230,47970,1343839
Trinity County,2015,1,1,1,16,22,46,7,18,75,95,11441
Trinity County,2016,1,0,4,16,66,95,9,20,170,190,11555
Trinity County,2017,2,0,3,19,52,108,24,22,184,207,14384
Trinity County,2018,1,0,2,16,52,92,23,18,167,185,11860
Trinity County,2019,2,0,1,4,28,35,10,5,73,79,11881
Trinity County,2020,2,1,2,7,19,36,9,10,64,76,11841
Tyler County,2015,2,0,20,49,116,104,23,69,243,312,21379
Tyler County,2016,2,2,15,55,128,97,24,72,249,327,21202
Tyler County,2017,2,2,8,79,168,118,40,89,326,417,21228
Tyler County,2018,2,1,10,55,150,81,33,66,264,335,21447
Tyler County,2019,2,5,6,57,122,96,39,68,257,326,21552
Tyler County,2020,2,0,3,30,80,80,25,33,185,223,21588
Upshur County,2015,4,2,20,94,216,432,30,116,678,796,36982
Upshur County,2016,4,0,6,79,197,306,55,85,558,648,36993
Upshur County,2017,3,3,7,135,197,238,37,145,472,625,36607
Upshur County,2018,3,4,10,95,148,193,30,109,371,486,36833
Upshur County,2019,4,0,10,55,108,206,29,65,343,416,37915
Upshur County,2020,4,3,18,62,134,303,48,83,485,575,38510
Upton County,2015,1,0,1,3,2,6,1,4,9,14,3490
Upton County,2016,1,0,2,3,4,11,0,5,15,20,3706
Upton County,2017,1,0,1,7,2,18,0,8,20,28,3728
Upton County,2018,1,0,0,1,0,16,2,1,18,19,3703
Upton County,2019,1,0,0,2,3,25,3,2,31,33,3693
Upton County,2020,1,0,0,4,3,10,3,4,16,20,3682
Uvalde County,2015,3,0,15,50,181,718,26,65,925,996,27346
Uvalde County,2016,3,3,9,41,124,639,17,53,780,840,27327
Uvalde County,2017,3,1,4,31,108,596,14,36,718,765,27399
Uvalde County,2018,3,1,11,37,144,544,25,49,713,769,27156
Uvalde County,2019,3,2,10,53,106,588,23,65,717,786,26728
Uvalde County,2020,3,0,8,79,103,557,39,87,699,792,26684
Val Verde County,2015,2,1,2,75,195,880,33,78,1108,1196,49073
Val Verde County,2016,2,1,6,50,240,761,31,57,1032,1102,48838
Val Verde County,2017,2,1,12,37,181,594,21,50,796,857,48809
Val Verde County,2018,2,1,14,31,199,622,23,46,844,893,49099
Val Verde County,2019,2,2,13,42,153,497,47,57,697,764,48927
Val Verde County,2020,2,1,27,57,184,436,50,85,670,770,48864
Van Zandt County,2015,5,0,3,25,216,425,12,28,653,683,51647
Van Zandt County,2016,6,1,9,15,194,352,21,25,567,594,53576
Van Zandt County,2017,5,0,8,25,197,303,21,33,521,556,53114
Van Zandt County,2018,5,0,9,16,107,207,37,25,351,379,53916
Van Zandt County,2019,5,2,11,37,120,282,59,50,461,513,54595
Van Zandt County,2020,5,2,16,85,85,183,50,103,318,426,55326
Victoria County,2015,2,3,75,291,593,2014,138,369,2745,3168,92373
Victoria County,2016,2,5,70,225,678,2010,131,300,2819,3185,93252
Victoria County,2017,2,5,82,171,898,1971,153,258,3022,3335,93339
Victoria County,2018,2,9,84,256,497,1786,132,349,2415,2815,92593
Victoria County,2019,2,6,90,298,509,1713,169,394,2391,2840,92120
Victoria County,2020,2,6,56,315,450,1524,157,377,2131,2561,92367
Walker County,2015,2,3,51,172,286,809,82,226,1177,1439,70341
Walker County,2016,2,1,48,182,240,690,96,231,1026,1289,70997
Walker County,2017,2,4,48,152,193,575,118,204,886,1121,71970
Walker County,2018,2,1,39,145,181,631,71,185,883,1087,72631
Walker County,2019,2,0,34,189,176,640,94,223,910,1159,72570
Walker County,2020,2,1,32,163,154,612,94,196,860,1080,73266
Waller County,2015,5,4,26,169,180,498,49,199,727,956,46933
Waller County,2016,6,1,35,110,241,412,48,146,701,865,48644
Waller County,2017,6,2,33,108,210,404,53,143,667,826,50195
Waller County,2018,6,1,54,129,175,566,41,184,782,987,51297
Waller County,2019,6,3,40,91,154,469,72,134,695,852,52852
Waller County,2020,6,3,44,94,179,409,60,141,648,823,54943
Ward County,2015,2,1,5,49,143,258,40,55,441,502,11920
Ward County,2016,2,0,11,60,86,172,26,71,284,357,11924
Ward County,2017,2,0,14,55,55,127,14,69,196,268,11764
Ward County,2018,2,1,4,34,70,175,9,39,254,294,11572
Ward County,2019,2,1,8,50,56,280,18,59,354,417,11796
Ward County,2020,2,0,7,38,60,201,25,45,286,334,12125
Washington County,2015,2,0,16,55,145,358,31,71,534,620,34688
Washington County,2016,2,1,18,40,160,323,38,59,521,591,34873
Washington County,2017,2,2,10,136,128,275,36,148,439,591,35248
Washington County,2018,2,0,28,63,78,351,28,91,457,563,35139
Washington County,2019,2,0,26,109,110,355,36,135,501,644,35066
Washington County,2020,2,1,24,61,63,318,28,86,409,503,36010
Webb County,2015,6,8,147,723,1138,7451,328,878,8917,9963,271250
Webb County,2016,6,12,153,656,1116,6837,235,821,8188,9174,272746
Webb County,2017,5,10,125,599,931,5610,174,734,6715,7605,269627
Webb County,2018,5,10,156,658,795,5697,169,824,6661,7630,272783
Webb County,2019,5,6,121,609,771,3875,328,736,4974,5879,272676
Webb County,2020,6,12,98,662,706,3161,241,772,4108,5037,274048
Wharton County,2015,3,1,20,114,237,792,53,135,1082,1231,41221
Wharton County,2016,3,1,23,132,217,815,63,156,1095,1268,41398
Wharton County,2017,3,2,16,127,210,646,62,145,918,1086,41762
Wharton County,2018,3,3,17,111,163,527,39,131,729,868,41950
Wharton County,2019,4,1,18,103,177,559,61,122,797,944,41400
Wharton County,2020,4,2,9,119,159,561,84,130,804,949,41445
Wheeler County,2015,2,0,0,4,28,45,5,4,78,83,5807
Wheeler County,2016,2,0,0,9,20,49,3,9,72,82,5694
Wheeler County,2017,2,0,0,5,9,26,3,5,38,43,5566
Wheeler County,2018,2,0,0,0,11,24,6,0,41,41,5340
Wheeler County,2019,1,0,0,5,1,7,3,5,11,16,3325
Wheeler County,2020,1,0,1,1,3,9,0,2,12,15,3257
Wichita County,2015,6,2,95,248,1117,3239,232,345,4588,5051,132787
Wichita County,2016,6,9,130,245,989,3050,313,384,4352,4862,131296
Wichita County,2017,6,6,98,224,881,2687,288,328,3856,4314,131707
Wichita County,2018,6,6,95,230,742,2722,296,331,3760,4231,131660
Wichita County,2019,6,4,115,227,676,2688,278,346,3642,4080,131269
Wichita County,2020,6,9,87,318,728,2569,327,414,3624,4119,131830
Wilbarger County,2015,2,0,6,27,43,239,25,33,307,345,12871
Wilbarger County,2016,2,0,11,46,91,264,13,57,368,429,12896
Wilbarger County,2017,2,1,7,29,66,270,15,37,351,392,12780
Wilbarger County,2018,2,0,5,39,73,204,10,44,287,334,12625
Wilbarger County,2019,2,0,11,36,47,148,11,47,206,257,12657
Wilbarger County,2020,2,0,9,26,34,107,25,35,166,206,12647
Willacy County,2015,5,0,31,142,209,500,14,173,723,901,21877
Willacy County,2016,6,0,19,110,150,445,11,129,606,744,21779
Willacy County,2017,6,1,19,113,190,421,16,133,627,765,21722
Willacy County,2018,6,2,13,160,173,379,18,175,570,755,21433
Willacy County,2019,6,0,18,134,161,227,12,152,400,556,21293
Willacy County,2020,5,3,8,85,89,153,14,96,256,356,18660
Williamson County,2015,12,7,169,344,987,5124,201,520,6312,6924,451632
Williamson County,2016,12,1,169,386,1079,5439,308,556,6826,7480,467610
Williamson County,2017,12,2,188,405,929,5879,333,595,7141,7833,488060
Williamson County,2018,13,5,189,375,960,5474,270,569,6704,7352,524366
Williamson County,2019,14,8,178,319,804,4993,321,505,6118,6710,540695
Williamson County,2020,14,9,196,374,1125,5996,509,579,7630,8329,565745
Wilson County,2015,5,0,6,44,155,405,29,50,589,642,47369
Wilson County,2016,5,1,5,48,112,350,54,54,516,575,48311
Wilson County,2017,5,2,6,37,144,268,52,45,464,514,49385
Wilson County,2018,5,2,3,25,109,168,17,30,294,328,50118
Wilson County,2019,5,0,9,37,149,225,35,46,409,456,50870
Wilson County,2020,4,1,17,26,89,166,43,44,298,342,49534
Winkler County,2015,3,1,0,6,12,37,1,7,50,57,8034
Winkler County,2016,3,0,0,3,25,50,8,3,83,87,8180
Winkler County,2017,3,1,2,0,10,43,4,3,57,60,8031
Winkler County,2018,3,0,6,31,29,71,17,37,117,155,7627
Winkler County,2019,3,2,3,26,71,125,32,31,228,260,7756
Winkler County,2020,3,0,1,13,68,116,22,14,206,221,8094
Wise County,2015,5,2,17,60,148,480,75,79,703,785,62425
Wise County,2016,5,1,15,91,129,477,54,107,660,770,63563
Wise County,2017,5,2,37,92,142,442,49,131,633,768,65326
Wise County,2018,5,4,24,107,129,368,53,135,550,691,67071
Wise County,2019,5,3,23,76,146,463,59,102,668,777,69118
Wise County,2020,5,3,27,87,99,495,66,117,660,783,71069
Wood County,2015,5,0,4,43,173,423,48,47,644,695,43857
Wood County,2016,5,1,21,44,196,290,35,66,521,591,44208
Wood County,2017,5,0,21,52,160,298,34,73,492,568,45265
Wood County,2018,5,0,36,64,89,246,32,100,367,467,45237
Wood County,2019,6,0,41,46,111,249,48,87,408,501,45954
Wood County,2020,6,3,14,32,127,259,33,49,419,470,46493
Yoakum County,2015,2,0,4,4,25,91,3,8,119,127,8421
Yoakum County,2016,2,0,4,13,31,70,7,17,108,125,8668
Yoakum County,2017,2,0,4,4,16,49,7,8,72,80,8591
Yoakum County,2018,2,0,5,2,16,40,9,7,65,72,8653
Yoakum County,2019,2,0,2,2,33,39,9,4,81,85,8634
Yoakum County,2020,2,0,0,6,10,47,5,6,62,68,8785
Young County,2015,3,1,3,25,63,227,22,29,312,343,18346
Young County,2016,3,0,3,19,63,158,12,22,233,259,18162
Young County,2017,3,1,7,17,53,114,15,25,182,210,18069
Young County,2018,3,0,12,19,48,102,11,31,161,196,17853
Young County,2019,3,1,11,21,50,87,15,33,152,188,17873
Young County,2020,3,2,10,19,79,73,9,31,161,195,17893
Zapata County,2015,1,1,1,12,49,134,10,14,193,208,14417
Zapata County,2019,1,0,1,46,76,105,2,47,183,235,14114
Zapata County,2020,1,0,0,13,36,72,0,13,108,124,14142
Zavala County,2015,2,0,2,53,109,169,10,55,288,343,12432
Zavala County,2016,2,0,2,31,67,92,5,33,164,199,12306
Zavala County,2017,3,0,3,52,163,203,18,55,384,444,26443
Zavala County,2018,3,0,6,13,145,143,11,19,299,321,26263
Zavala County,2019,2,0,4,17,41,27,5,21,73,94,11940
Zavala County,2020,2,1,1,16,25,39,8,18,72,90,11813
